0 -1 [[2, 8, 7], [1, 3, 6], [0, 4, 5]]
33188 22861 [[1, 8, 7], [0, 2, 3], [4, 6, 5]]
33189 22861 [[1, 0, 7], [2, 8, 3], [4, 6, 5]]
33190 22861 [[1, 8, 7], [2, 6, 3], [4, 0, 5]]
33191 22863 [[1, 3, 8], [0, 4, 2], [6, 5, 7]]
33192 22863 [[1, 0, 8], [4, 3, 2], [6, 5, 7]]
33193 22863 [[1, 3, 8], [4, 5, 2], [6, 0, 7]]
33194 22864 [[3, 0, 8], [1, 4, 7], [6, 2, 5]]
33195 22865 [[1, 0, 3], [4, 7, 8], [6, 2, 5]]
33196 22866 [[1, 3, 8], [4, 7, 5], [6, 0, 2]]
33197 22867 [[1, 8, 7], [4, 3, 0], [6, 2, 5]]
33198 22868 [[8, 7, 2], [3, 1, 0], [4, 6, 5]]
33199 22869 [[8, 1, 7], [3, 2, 0], [4, 6, 5]]
33200 22869 [[8, 1, 7], [3, 6, 2], [4, 0, 5]]
33201 22870 [[1, 3, 7], [8, 2, 0], [4, 6, 5]]
33202 22870 [[1, 0, 7], [8, 3, 2], [4, 6, 5]]
33203 22871 [[1, 3, 7], [4, 8, 2], [6, 0, 5]]
33204 22872 [[8, 0, 7], [3, 1, 5], [4, 2, 6]]
33205 22875 [[1, 3, 7], [0, 8, 5], [4, 2, 6]]
33206 22876 [[3, 7, 5], [1, 8, 0], [4, 2, 6]]
33207 22877 [[8, 7, 3], [6, 2, 5], [1, 0, 4]]
33208 22878 [[8, 2, 7], [0, 4, 3], [6, 1, 5]]
33209 22879 [[8, 2, 7], [6, 4, 0], [1, 5, 3]]
33210 22880 [[6, 8, 7], [0, 1, 2], [4, 5, 3]]
33211 22880 [[6, 0, 7], [1, 8, 2], [4, 5, 3]]
33212 22880 [[6, 8, 7], [1, 5, 2], [4, 0, 3]]
33213 22881 [[8, 0, 7], [6, 1, 3], [4, 2, 5]]
33214 22886 [[6, 7, 3], [0, 2, 5], [1, 8, 4]]
33215 22886 [[6, 7, 3], [2, 5, 0], [1, 8, 4]]
33216 22886 [[6, 0, 3], [2, 7, 5], [1, 8, 4]]
33217 22887 [[6, 8, 7], [4, 3, 5], [2, 0, 1]]
33218 22888 [[4, 6, 7], [0, 8, 3], [2, 1, 5]]
33219 22889 [[6, 7, 3], [4, 8, 0], [2, 1, 5]]
33220 22890 [[6, 8, 7], [4, 1, 0], [2, 5, 3]]
33221 22891 [[8, 7, 3], [6, 4, 0], [2, 1, 5]]
33222 22892 [[8, 4, 7], [6, 1, 3], [2, 0, 5]]
33223 22893 [[8, 0, 7], [6, 2, 4], [1, 5, 3]]
33224 22894 [[6, 8, 7], [1, 2, 4], [5, 0, 3]]
33225 22895 [[2, 6, 7], [0, 8, 4], [1, 5, 3]]
33226 22896 [[6, 7, 4], [2, 8, 0], [1, 5, 3]]
33227 22897 [[6, 8, 7], [0, 5, 4], [2, 1, 3]]
33228 22898 [[2, 6, 8], [0, 4, 7], [1, 5, 3]]
33229 22899 [[6, 4, 8], [0, 2, 7], [1, 5, 3]]
33230 22899 [[6, 4, 8], [2, 7, 0], [1, 5, 3]]
33231 22899 [[6, 4, 8], [2, 5, 7], [1, 0, 3]]
33232 22900 [[8, 7, 5], [6, 2, 0], [1, 3, 4]]
33233 22901 [[8, 2, 7], [0, 6, 5], [1, 3, 4]]
33234 22901 [[8, 2, 7], [6, 5, 0], [1, 3, 4]]
33235 22902 [[6, 8, 7], [1, 2, 0], [3, 4, 5]]
33236 22903 [[6, 8, 7], [1, 5, 0], [3, 2, 4]]
33237 22903 [[6, 0, 7], [1, 8, 5], [3, 2, 4]]
33238 22904 [[6, 5, 8], [0, 2, 7], [1, 3, 4]]
33239 22904 [[6, 5, 8], [2, 7, 0], [1, 3, 4]]
33240 22905 [[2, 6, 7], [8, 5, 0], [1, 3, 4]]
33241 22905 [[2, 0, 7], [8, 6, 5], [1, 3, 4]]
33242 22907 [[6, 7, 5], [0, 2, 8], [1, 3, 4]]
33243 22907 [[6, 0, 5], [2, 7, 8], [1, 3, 4]]
33244 22907 [[6, 7, 5], [2, 3, 8], [1, 0, 4]]
33245 22908 [[6, 7, 5], [2, 8, 4], [1, 0, 3]]
33246 22909 [[7, 3, 8], [6, 2, 0], [1, 4, 5]]
33247 22910 [[6, 7, 3], [1, 2, 0], [4, 5, 8]]
33248 22911 [[6, 7, 3], [4, 1, 8], [2, 0, 5]]
33249 22912 [[7, 0, 3], [6, 4, 8], [2, 1, 5]]
33250 22913 [[6, 7, 3], [0, 2, 4], [1, 5, 8]]
33251 22913 [[6, 0, 3], [2, 7, 4], [1, 5, 8]]
33252 22913 [[6, 7, 3], [2, 5, 4], [1, 0, 8]]
33253 22914 [[6, 0, 7], [2, 4, 3], [1, 5, 8]]
33254 22915 [[6, 0, 3], [7, 5, 8], [2, 1, 4]]
33255 22916 [[6, 3, 8], [7, 5, 4], [2, 0, 1]]
33256 22917 [[6, 8, 5], [7, 3, 0], [2, 1, 4]]
33257 22920 [[3, 8, 5], [6, 7, 0], [2, 1, 4]]
33258 22921 [[3, 7, 8], [6, 5, 0], [2, 1, 4]]
33259 22921 [[3, 7, 8], [6, 1, 5], [2, 0, 4]]
33260 22923 [[6, 5, 3], [0, 2, 8], [1, 7, 4]]
33261 22923 [[6, 5, 3], [2, 8, 0], [1, 7, 4]]
33262 22923 [[6, 5, 3], [2, 7, 8], [1, 0, 4]]
33263 22924 [[4, 6, 3], [0, 7, 8], [2, 1, 5]]
33264 22925 [[6, 3, 8], [0, 7, 5], [4, 2, 1]]
33265 22926 [[6, 3, 8], [0, 4, 5], [2, 7, 1]]
33266 22926 [[6, 3, 8], [4, 5, 0], [2, 7, 1]]
33267 22926 [[6, 0, 8], [4, 3, 5], [2, 7, 1]]
33268 22928 [[6, 3, 8], [0, 4, 1], [2, 5, 7]]
33269 22928 [[6, 0, 8], [4, 3, 1], [2, 5, 7]]
33270 22928 [[6, 3, 8], [4, 5, 1], [2, 0, 7]]
33271 22929 [[6, 0, 3], [4, 1, 8], [2, 5, 7]]
33272 22930 [[3, 8, 7], [0, 6, 4], [2, 1, 5]]
33273 22930 [[3, 0, 7], [6, 8, 4], [2, 1, 5]]
33274 22930 [[3, 8, 7], [6, 1, 4], [2, 0, 5]]
33275 22931 [[3, 8, 7], [6, 4, 5], [2, 0, 1]]
33276 22933 [[3, 0, 4], [6, 7, 8], [2, 1, 5]]
33277 22934 [[3, 4, 8], [6, 7, 5], [2, 0, 1]]
33278 22936 [[3, 4, 8], [6, 1, 0], [2, 5, 7]]
33279 22937 [[6, 3, 8], [5, 4, 0], [2, 1, 7]]
33280 22937 [[6, 0, 8], [5, 3, 4], [2, 1, 7]]
33281 22937 [[6, 3, 8], [5, 1, 4], [2, 0, 7]]
33282 22938 [[3, 0, 8], [6, 5, 4], [2, 1, 7]]
33283 22939 [[2, 6, 3], [4, 8, 0], [1, 5, 7]]
33284 22939 [[2, 0, 3], [4, 6, 8], [1, 5, 7]]
33285 22939 [[2, 6, 3], [4, 5, 8], [1, 0, 7]]
33286 22940 [[2, 6, 3], [1, 4, 8], [5, 0, 7]]
33287 22941 [[4, 0, 3], [6, 2, 8], [1, 5, 7]]
33288 22942 [[6, 4, 3], [1, 2, 8], [5, 0, 7]]
33289 22945 [[6, 4, 3], [0, 5, 8], [2, 1, 7]]
33290 22946 [[6, 4, 3], [2, 5, 0], [1, 7, 8]]
33291 22947 [[7, 2, 6], [5, 8, 0], [3, 1, 4]]
33292 22947 [[7, 0, 6], [5, 2, 8], [3, 1, 4]]
33293 22947 [[7, 2, 6], [5, 1, 8], [3, 0, 4]]
33294 22948 [[7, 2, 6], [3, 5, 8], [1, 0, 4]]
33295 22949 [[5, 0, 6], [2, 7, 8], [3, 1, 4]]
33296 22951 [[2, 5, 6], [7, 8, 4], [3, 0, 1]]
33297 22952 [[2, 5, 6], [0, 1, 8], [7, 3, 4]]
33298 22953 [[2, 5, 6], [7, 1, 0], [3, 4, 8]]
33299 22954 [[2, 6, 8], [5, 4, 0], [7, 3, 1]]
33300 22954 [[2, 0, 8], [5, 6, 4], [7, 3, 1]]
33301 22954 [[2, 6, 8], [5, 3, 4], [7, 0, 1]]
33302 22955 [[6, 0, 8], [2, 5, 4], [7, 3, 1]]
33303 22956 [[6, 0, 8], [2, 7, 4], [3, 5, 1]]
33304 22958 [[2, 0, 6], [7, 4, 8], [3, 5, 1]]
33305 22960 [[7, 2, 8], [0, 6, 4], [3, 5, 1]]
33306 22961 [[2, 8, 4], [7, 6, 0], [3, 5, 1]]
33307 22962 [[7, 0, 2], [6, 5, 8], [3, 1, 4]]
33308 22963 [[7, 2, 8], [6, 5, 4], [3, 0, 1]]
33309 22964 [[7, 8, 5], [6, 2, 0], [3, 1, 4]]
33310 22965 [[7, 2, 8], [0, 1, 5], [6, 3, 4]]
33311 22966 [[7, 2, 8], [6, 1, 0], [3, 4, 5]]
33312 22967 [[7, 2, 8], [3, 5, 0], [1, 6, 4]]
33313 22967 [[7, 0, 8], [3, 2, 5], [1, 6, 4]]
33314 22969 [[2, 8, 5], [0, 1, 6], [7, 3, 4]]
33315 22970 [[2, 8, 5], [7, 1, 0], [3, 4, 6]]
33316 22971 [[2, 8, 5], [0, 6, 4], [7, 3, 1]]
33317 22972 [[2, 8, 5], [7, 4, 0], [3, 6, 1]]
33318 22972 [[2, 0, 5], [7, 8, 4], [3, 6, 1]]
33319 22973 [[6, 8, 5], [2, 1, 0], [7, 3, 4]]
33320 22974 [[6, 1, 8], [0, 2, 5], [7, 3, 4]]
33321 22974 [[6, 1, 8], [2, 5, 0], [7, 3, 4]]
33322 22974 [[6, 1, 8], [2, 3, 5], [7, 0, 4]]
33323 22975 [[6, 0, 8], [2, 7, 1], [3, 4, 5]]
33324 22976 [[2, 6, 8], [3, 7, 1], [4, 0, 5]]
33325 22977 [[7, 2, 8], [0, 6, 1], [3, 4, 5]]
33326 22978 [[2, 8, 1], [7, 6, 0], [3, 4, 5]]
33327 22979 [[7, 2, 6], [0, 1, 8], [3, 4, 5]]
33328 22980 [[2, 1, 6], [0, 7, 8], [3, 4, 5]]
33329 22980 [[2, 1, 6], [7, 8, 0], [3, 4, 5]]
33330 22980 [[2, 1, 6], [7, 4, 8], [3, 0, 5]]
33331 22981 [[8, 0, 5], [6, 2, 7], [3, 1, 4]]
33332 22982 [[6, 8, 5], [3, 2, 7], [1, 0, 4]]
33333 22983 [[6, 5, 7], [2, 8, 0], [3, 1, 4]]
33334 22984 [[6, 8, 5], [0, 1, 7], [2, 3, 4]]
33335 22985 [[6, 8, 5], [2, 1, 0], [3, 4, 7]]
33336 22986 [[6, 8, 5], [0, 7, 4], [2, 3, 1]]
33337 22987 [[6, 8, 5], [0, 2, 4], [3, 7, 1]]
33338 22987 [[6, 0, 5], [2, 8, 4], [3, 7, 1]]
33339 22988 [[6, 7, 8], [3, 2, 0], [1, 4, 5]]
33340 22989 [[6, 7, 8], [0, 3, 5], [1, 2, 4]]
33341 22989 [[6, 7, 8], [3, 5, 0], [1, 2, 4]]
33342 22989 [[6, 0, 8], [3, 7, 5], [1, 2, 4]]
33343 22990 [[2, 6, 7], [0, 5, 8], [3, 1, 4]]
33344 22991 [[6, 5, 7], [0, 2, 8], [3, 1, 4]]
33345 22991 [[6, 5, 7], [2, 1, 8], [3, 0, 4]]
33346 22992 [[6, 7, 8], [0, 5, 4], [2, 3, 1]]
33347 22993 [[6, 7, 8], [0, 2, 4], [3, 5, 1]]
33348 22993 [[6, 7, 8], [2, 4, 0], [3, 5, 1]]
33349 22994 [[6, 7, 8], [1, 5, 0], [2, 3, 4]]
33350 22994 [[6, 0, 8], [1, 7, 5], [2, 3, 4]]
33351 22994 [[6, 7, 8], [1, 3, 5], [2, 0, 4]]
33352 22995 [[7, 0, 8], [6, 1, 5], [2, 3, 4]]
33353 22996 [[6, 7, 8], [0, 2, 1], [3, 4, 5]]
33354 22996 [[6, 7, 8], [2, 4, 1], [3, 0, 5]]
33355 22997 [[6, 0, 7], [2, 1, 8], [3, 4, 5]]
33356 22998 [[8, 0, 5], [6, 2, 3], [1, 7, 4]]
33357 22999 [[6, 8, 5], [1, 2, 3], [7, 0, 4]]
33358 23001 [[6, 8, 5], [0, 3, 4], [2, 1, 7]]
33359 23002 [[6, 8, 5], [0, 2, 4], [1, 3, 7]]
33360 23002 [[6, 0, 5], [2, 8, 4], [1, 3, 7]]
33361 23003 [[6, 0, 8], [2, 1, 3], [7, 4, 5]]
33362 23004 [[2, 6, 8], [7, 1, 3], [4, 0, 5]]
33363 23005 [[1, 2, 8], [0, 6, 3], [7, 4, 5]]
33364 23006 [[2, 8, 3], [1, 6, 0], [7, 4, 5]]
33365 23007 [[2, 6, 8], [0, 4, 3], [1, 7, 5]]
33366 23008 [[2, 6, 8], [1, 4, 0], [7, 5, 3]]
33367 23009 [[1, 2, 6], [0, 5, 8], [7, 3, 4]]
33368 23010 [[2, 5, 6], [1, 8, 0], [7, 3, 4]]
33369 23012 [[2, 6, 8], [0, 1, 4], [7, 5, 3]]
33370 23012 [[2, 0, 8], [1, 6, 4], [7, 5, 3]]
33371 23013 [[1, 2, 8], [6, 5, 0], [7, 3, 4]]
33372 23013 [[1, 0, 8], [6, 2, 5], [7, 3, 4]]
33373 23014 [[2, 0, 5], [1, 8, 6], [7, 3, 4]]
33374 23015 [[2, 8, 5], [1, 6, 4], [7, 0, 3]]
33375 23016 [[3, 0, 2], [5, 8, 6], [1, 7, 4]]
33376 23017 [[3, 2, 6], [5, 8, 4], [1, 0, 7]]
33377 23018 [[5, 3, 6], [0, 2, 8], [1, 7, 4]]
33378 23019 [[3, 6, 8], [5, 2, 0], [1, 7, 4]]
33379 23020 [[3, 2, 6], [0, 7, 8], [5, 1, 4]]
33380 23021 [[3, 2, 6], [5, 7, 0], [1, 4, 8]]
33381 23022 [[3, 2, 6], [1, 5, 0], [7, 4, 8]]
33382 23023 [[3, 2, 6], [0, 1, 8], [7, 5, 4]]
33383 23023 [[3, 2, 6], [1, 8, 0], [7, 5, 4]]
33384 23023 [[3, 0, 6], [1, 2, 8], [7, 5, 4]]
33385 23024 [[5, 6, 8], [2, 3, 0], [1, 7, 4]]
33386 23025 [[5, 3, 6], [2, 8, 0], [1, 7, 4]]
33387 23025 [[5, 3, 6], [2, 7, 8], [1, 0, 4]]
33388 23026 [[2, 5, 6], [1, 3, 0], [7, 4, 8]]
33389 23027 [[2, 5, 6], [0, 8, 4], [3, 1, 7]]
33390 23028 [[2, 5, 6], [0, 3, 4], [1, 8, 7]]
33391 23028 [[2, 5, 6], [3, 4, 0], [1, 8, 7]]
33392 23028 [[2, 0, 6], [3, 5, 4], [1, 8, 7]]
33393 23029 [[2, 5, 6], [0, 3, 7], [1, 4, 8]]
33394 23029 [[2, 0, 6], [3, 5, 7], [1, 4, 8]]
33395 23029 [[2, 5, 6], [3, 4, 7], [1, 0, 8]]
33396 23031 [[2, 8, 5], [1, 3, 0], [7, 4, 6]]
33397 23032 [[3, 0, 5], [8, 2, 6], [1, 7, 4]]
33398 23032 [[3, 2, 5], [8, 7, 6], [1, 0, 4]]
33399 23033 [[3, 2, 5], [1, 8, 6], [7, 0, 4]]
33400 23034 [[2, 8, 5], [6, 4, 0], [3, 1, 7]]
33401 23034 [[2, 0, 5], [6, 8, 4], [3, 1, 7]]
33402 23034 [[2, 8, 5], [6, 1, 4], [3, 0, 7]]
33403 23035 [[8, 0, 5], [2, 6, 4], [3, 1, 7]]
33404 23037 [[2, 8, 5], [1, 3, 4], [6, 0, 7]]
33405 23038 [[3, 2, 5], [0, 8, 4], [1, 6, 7]]
33406 23039 [[8, 7, 4], [6, 2, 0], [3, 1, 5]]
33407 23040 [[8, 2, 7], [0, 6, 4], [3, 1, 5]]
33408 23040 [[8, 2, 7], [6, 1, 4], [3, 0, 5]]
33409 23041 [[6, 8, 7], [3, 2, 0], [1, 5, 4]]
33410 23042 [[6, 8, 7], [0, 3, 4], [1, 2, 5]]
33411 23042 [[6, 8, 7], [3, 4, 0], [1, 2, 5]]
33412 23042 [[6, 0, 7], [3, 8, 4], [1, 2, 5]]
33413 23043 [[2, 6, 7], [8, 4, 0], [3, 1, 5]]
33414 23043 [[2, 6, 7], [8, 1, 4], [3, 0, 5]]
33415 23045 [[6, 7, 4], [2, 8, 5], [3, 0, 1]]
33416 23046 [[6, 0, 7], [1, 8, 4], [2, 3, 5]]
33417 23046 [[6, 8, 7], [1, 3, 4], [2, 0, 5]]
33418 23047 [[6, 8, 7], [0, 2, 1], [3, 5, 4]]
33419 23047 [[6, 0, 7], [2, 8, 1], [3, 5, 4]]
33420 23047 [[6, 8, 7], [2, 5, 1], [3, 0, 4]]
33421 23048 [[6, 0, 8], [2, 1, 7], [3, 5, 4]]
33422 23049 [[6, 8, 7], [4, 5, 0], [2, 3, 1]]
33423 23049 [[6, 0, 7], [4, 8, 5], [2, 3, 1]]
33424 23050 [[8, 0, 7], [6, 2, 5], [3, 4, 1]]
33425 23051 [[6, 8, 7], [3, 2, 5], [4, 0, 1]]
33426 23052 [[6, 0, 8], [2, 5, 7], [3, 4, 1]]
33427 23054 [[2, 6, 7], [0, 8, 5], [3, 4, 1]]
33428 23055 [[6, 7, 5], [2, 8, 0], [3, 4, 1]]
33429 23056 [[6, 4, 8], [0, 3, 2], [1, 5, 7]]
33430 23056 [[6, 0, 8], [3, 4, 2], [1, 5, 7]]
33431 23056 [[6, 4, 8], [3, 5, 2], [1, 0, 7]]
33432 23057 [[6, 0, 4], [3, 2, 8], [1, 5, 7]]
33433 23060 [[6, 0, 4], [3, 7, 8], [1, 2, 5]]
33434 23061 [[6, 4, 8], [3, 7, 5], [1, 0, 2]]
33435 23062 [[3, 6, 8], [0, 4, 7], [1, 2, 5]]
33436 23064 [[2, 6, 4], [7, 1, 8], [3, 0, 5]]
33437 23065 [[7, 0, 4], [6, 2, 8], [3, 1, 5]]
33438 23066 [[6, 7, 4], [3, 2, 8], [1, 0, 5]]
33439 23067 [[6, 7, 4], [0, 1, 8], [2, 3, 5]]
33440 23068 [[6, 7, 4], [2, 1, 0], [3, 5, 8]]
33441 23069 [[6, 4, 8], [7, 5, 0], [2, 3, 1]]
33442 23069 [[6, 0, 8], [7, 4, 5], [2, 3, 1]]
33443 23069 [[6, 4, 8], [7, 3, 5], [2, 0, 1]]
33444 23070 [[4, 0, 8], [6, 7, 5], [2, 3, 1]]
33445 23071 [[6, 4, 8], [3, 2, 5], [7, 0, 1]]
33446 23072 [[6, 0, 4], [2, 5, 8], [3, 7, 1]]
33447 23073 [[6, 0, 4], [1, 7, 8], [2, 3, 5]]
33448 23074 [[6, 4, 8], [1, 7, 5], [2, 0, 3]]
33449 23075 [[1, 6, 8], [0, 4, 7], [2, 3, 5]]
33450 23077 [[6, 4, 8], [1, 3, 0], [2, 5, 7]]
33451 23078 [[4, 8, 7], [6, 1, 0], [2, 3, 5]]
33452 23079 [[2, 6, 4], [0, 1, 8], [3, 5, 7]]
33453 23080 [[6, 1, 4], [0, 2, 8], [3, 5, 7]]
33454 23080 [[6, 1, 4], [2, 8, 0], [3, 5, 7]]
33455 23080 [[6, 1, 4], [2, 5, 8], [3, 0, 7]]
33456 23081 [[8, 0, 4], [6, 2, 3], [1, 5, 7]]
33457 23082 [[6, 8, 4], [1, 2, 3], [5, 0, 7]]
33458 23083 [[2, 6, 4], [0, 8, 3], [1, 5, 7]]
33459 23084 [[6, 8, 4], [0, 5, 3], [2, 1, 7]]
33460 23085 [[6, 8, 4], [2, 5, 0], [1, 7, 3]]
33461 23086 [[6, 8, 4], [0, 3, 7], [2, 1, 5]]
33462 23087 [[6, 8, 4], [0, 2, 7], [1, 3, 5]]
33463 23087 [[6, 8, 4], [2, 7, 0], [1, 3, 5]]
33464 23087 [[6, 0, 4], [2, 8, 7], [1, 3, 5]]
33465 23088 [[6, 0, 8], [2, 1, 3], [5, 7, 4]]
33466 23090 [[1, 2, 8], [0, 6, 3], [5, 7, 4]]
33467 23091 [[2, 8, 3], [1, 6, 0], [5, 7, 4]]
33468 23093 [[1, 2, 6], [0, 3, 8], [5, 7, 4]]
33469 23094 [[2, 3, 6], [0, 1, 8], [5, 7, 4]]
33470 23094 [[2, 3, 6], [1, 8, 0], [5, 7, 4]]
33471 23094 [[2, 3, 6], [1, 7, 8], [5, 0, 4]]
33472 23095 [[6, 8, 4], [2, 1, 0], [5, 3, 7]]
33473 23096 [[6, 1, 8], [0, 2, 4], [5, 3, 7]]
33474 23096 [[6, 1, 8], [2, 4, 0], [5, 3, 7]]
33475 23096 [[6, 1, 8], [2, 3, 4], [5, 0, 7]]
33476 23098 [[1, 0, 8], [6, 2, 4], [5, 3, 7]]
33477 23099 [[2, 8, 4], [0, 1, 6], [5, 3, 7]]
33478 23099 [[2, 0, 4], [1, 8, 6], [5, 3, 7]]
33479 23100 [[2, 8, 4], [1, 6, 7], [5, 0, 3]]
33480 23101 [[2, 8, 4], [1, 3, 0], [5, 7, 6]]
33481 23102 [[3, 0, 4], [8, 2, 6], [1, 5, 7]]
33482 23102 [[3, 2, 4], [8, 5, 6], [1, 0, 7]]
33483 23103 [[3, 2, 4], [1, 8, 6], [5, 0, 7]]
33484 23104 [[2, 0, 4], [5, 8, 6], [3, 1, 7]]
33485 23104 [[2, 8, 4], [5, 1, 6], [3, 0, 7]]
33486 23105 [[8, 0, 4], [2, 5, 6], [3, 1, 7]]
33487 23106 [[2, 8, 4], [0, 3, 5], [1, 7, 6]]
33488 23106 [[2, 0, 4], [3, 8, 5], [1, 7, 6]]
33489 23106 [[2, 8, 4], [3, 7, 5], [1, 0, 6]]
33490 23107 [[8, 0, 4], [2, 3, 7], [1, 6, 5]]
33491 23108 [[2, 8, 4], [1, 3, 7], [6, 0, 5]]
33492 23109 [[2, 0, 8], [3, 7, 4], [1, 6, 5]]
33493 23111 [[3, 2, 4], [0, 8, 7], [1, 6, 5]]
33494 23113 [[5, 2, 6], [0, 4, 8], [3, 1, 7]]
33495 23114 [[2, 6, 8], [0, 5, 7], [3, 4, 1]]
33496 23114 [[2, 6, 8], [5, 7, 0], [3, 4, 1]]
33497 23115 [[5, 2, 8], [6, 4, 0], [3, 1, 7]]
33498 23115 [[5, 0, 8], [6, 2, 4], [3, 1, 7]]
33499 23115 [[5, 2, 8], [6, 1, 4], [3, 0, 7]]
33500 23117 [[2, 8, 4], [5, 6, 7], [3, 0, 1]]
33501 23118 [[2, 6, 8], [0, 5, 1], [3, 7, 4]]
33502 23118 [[2, 0, 8], [5, 6, 1], [3, 7, 4]]
33503 23118 [[2, 6, 8], [5, 7, 1], [3, 0, 4]]
33504 23119 [[2, 0, 6], [5, 1, 8], [3, 7, 4]]
33505 23120 [[6, 8, 4], [0, 2, 5], [3, 1, 7]]
33506 23120 [[6, 0, 4], [2, 8, 5], [3, 1, 7]]
33507 23120 [[6, 8, 4], [2, 1, 5], [3, 0, 7]]
33508 23121 [[6, 8, 4], [2, 5, 7], [3, 0, 1]]
33509 23123 [[6, 5, 8], [3, 2, 4], [1, 0, 7]]
33510 23124 [[6, 0, 5], [2, 4, 8], [3, 1, 7]]
33511 23125 [[6, 5, 8], [2, 4, 7], [3, 0, 1]]
33512 23126 [[6, 5, 8], [0, 1, 4], [2, 3, 7]]
33513 23127 [[6, 5, 8], [2, 1, 0], [3, 7, 4]]
33514 23128 [[4, 3, 2], [0, 8, 6], [1, 5, 7]]
33515 23129 [[3, 8, 2], [0, 4, 6], [1, 5, 7]]
33516 23129 [[3, 8, 2], [4, 6, 0], [1, 5, 7]]
33517 23129 [[3, 8, 2], [4, 5, 6], [1, 0, 7]]
33518 23130 [[3, 2, 6], [0, 8, 7], [4, 1, 5]]
33519 23131 [[3, 2, 6], [0, 4, 7], [1, 8, 5]]
33520 23131 [[3, 2, 6], [4, 7, 0], [1, 8, 5]]
33521 23131 [[3, 0, 6], [4, 2, 7], [1, 8, 5]]
33522 23132 [[4, 3, 6], [1, 2, 8], [5, 0, 7]]
33523 23133 [[3, 6, 8], [0, 4, 2], [1, 5, 7]]
33524 23133 [[3, 0, 8], [4, 6, 2], [1, 5, 7]]
33525 23133 [[3, 6, 8], [4, 5, 2], [1, 0, 7]]
33526 23134 [[3, 6, 8], [4, 2, 7], [1, 0, 5]]
33527 23135 [[3, 2, 6], [5, 8, 0], [4, 1, 7]]
33528 23135 [[3, 0, 6], [5, 2, 8], [4, 1, 7]]
33529 23135 [[3, 2, 6], [5, 1, 8], [4, 0, 7]]
33530 23136 [[2, 0, 6], [3, 5, 8], [4, 1, 7]]
33531 23137 [[3, 2, 6], [0, 4, 5], [1, 7, 8]]
33532 23137 [[3, 0, 6], [4, 2, 5], [1, 7, 8]]
33533 23137 [[3, 2, 6], [4, 7, 5], [1, 0, 8]]
33534 23138 [[3, 0, 2], [4, 5, 6], [1, 7, 8]]
33535 23139 [[3, 0, 2], [1, 4, 6], [5, 7, 8]]
33536 23142 [[3, 0, 2], [1, 8, 6], [5, 4, 7]]
33537 23143 [[3, 2, 6], [1, 8, 7], [5, 0, 4]]
33538 23144 [[1, 3, 6], [0, 2, 8], [5, 4, 7]]
33539 23145 [[3, 6, 8], [1, 2, 0], [5, 4, 7]]
33540 23146 [[4, 6, 8], [0, 2, 3], [1, 5, 7]]
33541 23146 [[4, 0, 8], [2, 6, 3], [1, 5, 7]]
33542 23146 [[4, 6, 8], [2, 5, 3], [1, 0, 7]]
33543 23148 [[4, 0, 3], [2, 8, 6], [1, 5, 7]]
33544 23149 [[4, 3, 6], [2, 8, 7], [1, 0, 5]]
33545 23150 [[4, 3, 6], [0, 5, 8], [2, 1, 7]]
33546 23151 [[4, 3, 6], [2, 5, 0], [1, 7, 8]]
33547 23152 [[2, 4, 6], [0, 1, 3], [5, 7, 8]]
33548 23152 [[2, 4, 6], [1, 7, 3], [5, 0, 8]]
33549 23153 [[2, 0, 4], [1, 3, 6], [5, 7, 8]]
33550 23154 [[4, 0, 6], [2, 1, 8], [5, 3, 7]]
33551 23157 [[2, 4, 6], [1, 8, 7], [5, 0, 3]]
33552 23158 [[2, 0, 6], [8, 4, 7], [3, 1, 5]]
33553 23158 [[2, 4, 6], [8, 1, 7], [3, 0, 5]]
33554 23159 [[4, 0, 6], [2, 8, 7], [3, 1, 5]]
33555 23160 [[4, 0, 6], [2, 3, 7], [1, 8, 5]]
33556 23161 [[2, 4, 6], [1, 3, 7], [8, 0, 5]]
33557 23165 [[2, 4, 6], [5, 8, 7], [3, 0, 1]]
33558 23166 [[2, 4, 6], [5, 1, 0], [3, 7, 8]]
33559 23167 [[4, 6, 8], [2, 5, 0], [3, 1, 7]]
33560 23168 [[4, 5, 6], [0, 2, 8], [3, 1, 7]]
33561 23168 [[4, 5, 6], [2, 8, 0], [3, 1, 7]]
33562 23168 [[4, 5, 6], [2, 1, 8], [3, 0, 7]]
33563 23169 [[4, 0, 6], [2, 3, 5], [1, 7, 8]]
33564 23170 [[2, 4, 6], [1, 3, 5], [7, 0, 8]]
33565 23172 [[2, 4, 6], [0, 7, 5], [3, 1, 8]]
33566 23173 [[3, 2, 4], [0, 5, 6], [1, 7, 8]]
33567 23174 [[2, 5, 4], [0, 3, 6], [1, 7, 8]]
33568 23175 [[5, 6, 2], [0, 7, 8], [3, 1, 4]]
33569 23176 [[6, 7, 2], [0, 5, 8], [3, 1, 4]]
33570 23176 [[6, 7, 2], [5, 8, 0], [3, 1, 4]]
33571 23176 [[6, 7, 2], [5, 1, 8], [3, 0, 4]]
33572 23177 [[6, 2, 8], [0, 7, 4], [5, 3, 1]]
33573 23178 [[6, 2, 8], [0, 5, 4], [3, 7, 1]]
33574 23178 [[6, 2, 8], [5, 4, 0], [3, 7, 1]]
